customer_id,customer_tier,region,plan,industry,monthly_revenue,mrr,arr,customer_since,churn_flag,renewal_date,account_age_days,usage_score,support_tickets,nps_score
CUS-007039,platinum,LATAM,starter,media,13272,13272,159264,2024-05-29,false,2025-05-29,826,56,11,1
CUS-007040,gold,EU,unlimited,healthcare,3210,3210,38520,2023-01-31,false,2024-01-31,1310,55,8,10
CUS-007041,gold,APAC,unlimited,finance,2579,2579,30948,2024-07-23,true,2025-07-23,772,97,2,7
CUS-007042,silver,LATAM,starter,media,277,277,3324,2024-04-24,false,2025-04-24,861,54,10,10
CUS-007043,bronze,NA,starter,retail,153,153,1836,2023-12-12,true,2024-12-12,995,81,10,4
CUS-007044,gold,APAC,starter,retail,2309,2309,27708,2024-12-16,false,2025-12-16,625,31,4,8
CUS-007045,bronze,EU,enterprise,healthcare,139,139,1668,2024-11-15,false,2025-11-15,656,78,5,3
CUS-007046,gold,LATAM,professional,finance,1047,1047,12564,2023-04-25,false,2024-04-25,1227,82,11,2
CUS-007047,silver,NA,enterprise,manufacturing,1143,1143,13716,2023-10-11,false,2024-10-11,1057,33,1,6
CUS-007048,platinum,APAC,professional,tech,22885,22885,274620,2023-09-22,false,2024-09-22,1077,86,8,1
CUS-007049,bronze,EU,starter,media,71,71,852,2023-06-24,false,2024-06-24,1166,81,15,2
CUS-007050,silver,NA,professional,media,990,990,11880,2024-01-25,false,2025-01-25,952,78,6,5
CUS-007051,gold,NA,enterprise,manufacturing,2561,2561,30732,2023-09-18,false,2024-09-18,1080,91,0,6
CUS-007052,bronze,APAC,unlimited,tech,192,192,2304,2023-02-09,false,2024-02-09,1301,44,10,3
CUS-007053,bronze,LATAM,unlimited,finance,145,145,1740,2023-11-04,true,2024-11-04,1033,78,5,8
CUS-007054,platinum,NA,starter,tech,14032,14032,168384,2023-07-22,false,2024-07-22,1138,96,7,10
CUS-007055,gold,LATAM,professional,media,1143,1143,13716,2023-06-18,true,2024-06-18,1173,86,14,6
CUS-007056,gold,NA,unlimited,manufacturing,1273,1273,15276,2023-11-14,false,2024-11-14,1023,71,4,8
CUS-007057,silver,APAC,enterprise,finance,365,365,4380,2023-10-08,false,2024-10-08,1060,86,5,1
CUS-007058,platinum,EU,enterprise,finance,17933,17933,215196,2024-11-16,false,2025-11-16,655,31,9,1
CUS-007059,platinum,LATAM,professional,finance,23393,23393,280716,2023-08-12,false,2024-08-12,1117,50,6,6
CUS-007060,gold,NA,unlimited,tech,3470,3470,41640,2023-10-08,false,2024-10-08,1060,44,12,5
CUS-007061,platinum,NA,professional,manufacturing,23556,23556,282672,2024-12-13,false,2025-12-13,628,42,14,10
CUS-007062,gold,EU,unlimited,healthcare,2629,2629,31548,2024-11-11,false,2025-11-11,660,38,10,5
CUS-007063,gold,NA,unlimited,healthcare,2168,2168,26016,2024-12-22,true,2025-12-22,619,62,4,2
CUS-007064,silver,APAC,enterprise,retail,1003,1003,12036,2024-07-29,true,2025-07-29,765,100,1,6
CUS-007065,gold,APAC,unlimited,retail,3140,3140,37680,2024-10-27,true,2025-10-27,676,41,13,7
CUS-007066,platinum,LATAM,professional,retail,21983,21983,263796,2023-02-28,true,2024-02-28,1282,82,13,10
CUS-007067,gold,APAC,unlimited,healthcare,4784,4784,57408,2024-11-08,true,2025-11-08,663,51,13,7
CUS-007068,bronze,NA,unlimited,tech,179,179,2148,2023-10-23,false,2024-10-23,1045,84,14,7
CUS-007069,platinum,NA,enterprise,retail,10379,10379,124548,2023-10-11,false,2024-10-11,1057,52,11,2
CUS-007070,gold,APAC,professional,finance,2589,2589,31068,2023-04-24,false,2024-04-24,1228,41,9,10
CUS-007071,gold,APAC,enterprise,healthcare,4068,4068,48816,2024-01-05,false,2025-01-05,971,47,10,8
CUS-007072,platinum,EU,professional,healthcare,9967,9967,119604,2024-02-11,true,2025-02-11,934,74,10,8
CUS-007073,gold,EU,professional,retail,1525,1525,18300,2023-12-14,true,2024-12-14,993,64,5,4
CUS-007074,silver,APAC,starter,media,1240,1240,14880,2023-03-15,false,2024-03-15,1267,47,10,4
CUS-007075,gold,EU,unlimited,retail,1986,1986,23832,2024-03-02,false,2025-03-02,914,72,12,7
CUS-007076,silver,NA,unlimited,tech,1204,1204,14448,2024-03-08,false,2025-03-08,908,64,1,2
CUS-007077,platinum,EU,unlimited,manufacturing,10035,10035,120420,2023-12-21,false,2024-12-21,987,64,2,5
CUS-007078,gold,NA,professional,media,4547,4547,54564,2023-06-22,true,2024-06-22,1168,51,4,2
CUS-007079,gold,APAC,unlimited,retail,4721,4721,56652,2023-11-18,false,2024-11-18,1019,76,6,7
CUS-007080,gold,LATAM,unlimited,retail,2671,2671,32052,2024-05-07,false,2025-05-07,849,88,9,1
CUS-007081,silver,LATAM,unlimited,manufacturing,596,596,7152,2023-08-11,false,2024-08-11,1119,99,14,6
CUS-007082,gold,NA,enterprise,manufacturing,4917,4917,59004,2023-07-02,false,2024-07-02,1158,43,11,6
CUS-007083,gold,EU,professional,tech,4837,4837,58044,2024-08-05,false,2025-08-05,758,42,1,4
CUS-007084,gold,EU,enterprise,tech,2103,2103,25236,2024-06-06,false,2025-06-06,818,42,11,2
CUS-007085,gold,LATAM,unlimited,manufacturing,1143,1143,13716,2024-10-27,true,2025-10-27,675,63,14,3
CUS-007086,gold,APAC,professional,tech,4939,4939,59268,2023-01-02,false,2024-01-02,1340,57,0,2
CUS-007087,silver,APAC,professional,manufacturing,788,788,9456,2023-08-11,true,2024-08-11,1119,78,13,6
CUS-007088,bronze,NA,enterprise,healthcare,60,60,720,2024-04-10,false,2025-04-10,876,45,2,4
CUS-007089,gold,LATAM,starter,retail,3940,3940,47280,2023-07-11,false,2024-07-11,1149,99,10,4
CUS-007090,bronze,LATAM,starter,manufacturing,65,65,780,2024-02-25,false,2025-02-25,920,49,10,8
CUS-007091,platinum,APAC,professional,media,10630,10630,127560,2023-09-17,false,2024-09-17,1081,42,5,7
CUS-007092,gold,NA,unlimited,healthcare,3996,3996,47952,2023-07-14,false,2024-07-14,1147,44,1,9
CUS-007093,silver,APAC,starter,manufacturing,553,553,6636,2024-05-18,false,2025-05-18,837,100,9,5
CUS-007094,bronze,NA,enterprise,finance,204,204,2448,2023-08-07,true,2024-08-07,1123,77,2,5
CUS-007095,platinum,LATAM,unlimited,manufacturing,10275,10275,123300,2024-02-27,true,2025-02-27,918,41,2,5
CUS-007096,gold,EU,starter,manufacturing,4409,4409,52908,2023-02-06,true,2024-02-06,1305,54,4,10
CUS-007097,gold,NA,enterprise,finance,2487,2487,29844,2024-03-29,false,2025-03-29,887,90,13,5
CUS-007098,bronze,EU,enterprise,healthcare,76,76,912,2023-06-20,false,2024-06-20,1171,72,8,9
CUS-007099,bronze,NA,unlimited,finance,243,243,2916,2023-01-06,false,2024-01-06,1335,69,3,2
CUS-007100,bronze,NA,unlimited,manufacturing,125,125,1500,2024-12-21,true,2025-12-21,620,74,6,2
CUS-007101,silver,LATAM,enterprise,finance,1213,1213,14556,2024-11-20,false,2025-11-20,652,91,2,8
CUS-007102,platinum,EU,professional,media,13612,13612,163344,2024-10-10,true,2025-10-10,693,48,2,7
CUS-007103,silver,NA,unlimited,healthcare,803,803,9636,2024-02-19,false,2025-02-19,927,98,8,4
CUS-007104,gold,NA,professional,finance,4590,4590,55080,2024-10-14,false,2025-10-14,688,54,7,3
CUS-007105,platinum,EU,professional,finance,24183,24183,290196,2024-07-24,false,2025-07-24,771,80,10,5
CUS-007106,silver,NA,unlimited,retail,541,541,6492,2023-08-24,false,2024-08-24,1106,99,9,4
CUS-007107,platinum,NA,unlimited,healthcare,22789,22789,273468,2023-09-29,false,2024-09-29,1069,85,10,4
CUS-007108,gold,NA,enterprise,media,3482,3482,41784,2023-12-25,false,2024-12-25,983,71,6,0
CUS-007109,gold,LATAM,unlimited,media,1238,1238,14856,2023-02-01,false,2024-02-01,1309,36,5,6
CUS-007110,silver,APAC,professional,tech,812,812,9744,2024-10-11,false,2025-10-11,692,60,8,8
CUS-007111,silver,LATAM,starter,retail,433,433,5196,2024-03-18,false,2025-03-18,898,95,14,1
CUS-007112,bronze,APAC,professional,finance,119,119,1428,2023-07-01,false,2024-07-01,1160,49,5,3
CUS-007113,platinum,LATAM,unlimited,retail,11960,11960,143520,2023-05-11,false,2024-05-11,1211,45,14,0
CUS-007114,bronze,NA,professional,healthcare,172,172,2064,2024-11-28,false,2025-11-28,643,30,8,7
CUS-007115,bronze,LATAM,starter,finance,228,228,2736,2023-10-08,false,2024-10-08,1060,69,1,9
CUS-007116,bronze,LATAM,professional,media,71,71,852,2024-09-19,false,2025-09-19,714,38,8,6
CUS-007117,silver,APAC,enterprise,finance,1117,1117,13404,2023-05-30,true,2024-05-30,1192,33,13,9
CUS-007118,silver,APAC,unlimited,finance,382,382,4584,2024-07-06,false,2025-07-06,789,41,10,2
CUS-007119,platinum,LATAM,professional,manufacturing,9344,9344,112128,2024-01-16,false,2025-01-16,961,31,6,2
CUS-007120,bronze,NA,professional,tech,154,154,1848,2024-03-05,false,2025-03-05,912,87,2,2
CUS-007121,silver,NA,starter,retail,1248,1248,14976,2023-11-16,false,2024-11-16,1021,68,8,2
CUS-007122,gold,EU,professional,retail,2696,2696,32352,2023-05-01,false,2024-05-01,1221,79,7,7
CUS-007123,silver,LATAM,professional,tech,894,894,10728,2024-01-09,false,2025-01-09,967,70,12,10
CUS-007124,silver,LATAM,starter,finance,1228,1228,14736,2024-12-10,false,2025-12-10,631,74,10,2
CUS-007125,gold,EU,starter,finance,2364,2364,28368,2024-02-15,false,2025-02-15,931,71,3,1
CUS-007126,gold,APAC,enterprise,tech,3645,3645,43740,2024-02-01,false,2025-02-01,945,48,4,2
CUS-007127,bronze,NA,unlimited,tech,249,249,2988,2024-12-20,false,2025-12-20,622,89,0,10
CUS-007128,platinum,EU,professional,manufacturing,20382,20382,244584,2023-11-20,false,2024-11-20,1018,78,11,2
CUS-007129,silver,LATAM,enterprise,tech,1152,1152,13824,2023-08-26,false,2024-08-26,1104,86,7,4
CUS-007130,silver,LATAM,starter,manufacturing,1075,1075,12900,2023-10-31,false,2024-10-31,1037,40,14,8
CUS-007131,bronze,NA,enterprise,retail,215,215,2580,2024-01-16,false,2025-01-16,961,38,4,5
CUS-007132,silver,NA,starter,tech,379,379,4548,2023-06-27,false,2024-06-27,1164,44,10,3
CUS-007133,bronze,NA,starter,retail,93,93,1116,2024-05-08,false,2025-05-08,847,71,0,1
CUS-007134,silver,NA,unlimited,healthcare,1145,1145,13740,2024-01-29,false,2025-01-29,947,56,6,9
CUS-007135,platinum,APAC,enterprise,tech,5612,5612,67344,2024-10-27,false,2025-10-27,675,72,13,2
CUS-007136,gold,LATAM,professional,retail,3841,3841,46092,2023-01-17,false,2024-01-17,1325,34,9,9
CUS-007137,silver,NA,enterprise,retail,725,725,8700,2023-03-28,false,2024-03-28,1254,60,1,2
CUS-007138,platinum,APAC,unlimited,healthcare,18740,18740,224880,2023-01-17,false,2024-01-17,1324,68,13,3
CUS-007139,bronze,LATAM,starter,retail,201,201,2412,2024-12-09,false,2025-12-09,632,42,2,8
CUS-007140,gold,EU,professional,tech,1466,1466,17592,2024-06-14,false,2025-06-14,810,56,8,8
CUS-007141,bronze,NA,professional,manufacturing,210,210,2520,2023-06-03,false,2024-06-03,1187,66,4,6
CUS-007142,platinum,EU,professional,manufacturing,9619,9619,115428,2023-04-06,false,2024-04-06,1245,82,11,0
CUS-007143,silver,LATAM,unlimited,retail,1193,1193,14316,2024-05-25,false,2025-05-25,830,79,7,4
CUS-007144,silver,APAC,enterprise,manufacturing,845,845,10140,2023-02-09,true,2024-02-09,1301,62,1,6
CUS-007145,bronze,NA,unlimited,healthcare,238,238,2856,2023-12-24,false,2024-12-24,983,44,3,7
CUS-007146,bronze,EU,professional,retail,71,71,852,2024-08-28,true,2025-08-28,736,42,15,8
CUS-007147,silver,NA,enterprise,manufacturing,1247,1247,14964,2024-02-16,false,2025-02-16,930,77,6,10
CUS-007148,platinum,NA,professional,healthcare,16261,16261,195132,2024-03-03,false,2025-03-03,913,81,6,2
CUS-007149,silver,APAC,professional,manufacturing,571,571,6852,2023-12-29,false,2024-12-29,978,46,15,1
CUS-007150,bronze,LATAM,enterprise,media,132,132,1584,2024-03-02,true,2025-03-02,915,42,14,6
CUS-007151,platinum,NA,starter,manufacturing,23980,23980,287760,2023-12-07,false,2024-12-07,1000,33,13,7
CUS-007152,platinum,APAC,starter,retail,10951,10951,131412,2023-05-29,false,2024-05-29,1193,94,15,7
CUS-007153,silver,APAC,starter,manufacturing,1189,1189,14268,2024-09-14,false,2025-09-14,719,78,15,1
CUS-007154,bronze,APAC,enterprise,finance,54,54,648,2024-12-09,false,2025-12-09,633,100,14,7
CUS-007155,silver,LATAM,enterprise,healthcare,914,914,10968,2023-02-06,true,2024-02-06,1304,56,5,9
CUS-007156,platinum,NA,enterprise,healthcare,9246,9246,110952,2024-05-23,false,2025-05-23,832,61,3,4
CUS-007157,gold,APAC,enterprise,healthcare,1714,1714,20568,2023-04-04,false,2024-04-04,1247,93,2,4
CUS-007158,gold,EU,unlimited,media,4167,4167,50004,2024-10-17,false,2025-10-17,685,34,6,4
CUS-007159,gold,APAC,enterprise,manufacturing,1615,1615,19380,2023-12-13,false,2024-12-13,994,77,2,1
CUS-007160,gold,APAC,professional,healthcare,1081,1081,12972,2024-06-05,true,2025-06-05,819,62,9,8
CUS-007161,platinum,NA,enterprise,tech,12395,12395,148740,2023-03-08,false,2024-03-08,1274,76,12,2
CUS-007162,bronze,EU,enterprise,media,146,146,1752,2024-11-22,false,2025-11-22,649,56,6,5
CUS-007163,platinum,APAC,unlimited,tech,20886,20886,250632,2024-12-01,false,2025-12-01,640,46,6,4
CUS-007164,platinum,NA,starter,healthcare,6133,6133,73596,2024-04-12,false,2025-04-12,874,86,12,7
CUS-007165,bronze,NA,enterprise,healthcare,159,159,1908,2023-03-09,false,2024-03-09,1274,87,3,6
CUS-007166,bronze,APAC,enterprise,tech,198,198,2376,2023-04-06,false,2024-04-06,1246,80,11,3
CUS-007167,bronze,APAC,starter,healthcare,61,61,732,2023-08-30,true,2024-08-30,1099,81,4,3
CUS-007168,platinum,APAC,enterprise,healthcare,6181,6181,74172,2023-08-09,false,2024-08-09,1120,88,5,7
CUS-007169,platinum,APAC,starter,finance,15720,15720,188640,2023-05-22,false,2024-05-22,1200,71,7,2
CUS-007170,silver,EU,starter,healthcare,637,637,7644,2023-08-27,false,2024-08-27,1103,91,7,6
CUS-007171,bronze,NA,unlimited,tech,124,124,1488,2024-10-05,false,2025-10-05,698,73,8,1
CUS-007172,platinum,LATAM,unlimited,retail,11973,11973,143676,2023-06-03,false,2024-06-03,1187,58,2,10
CUS-007173,silver,EU,professional,manufacturing,878,878,10536,2024-09-01,false,2025-09-01,731,83,9,0
CUS-007174,gold,LATAM,starter,healthcare,1828,1828,21936,2024-03-15,false,2025-03-15,901,99,13,6
CUS-007175,bronze,NA,professional,tech,157,157,1884,2024-08-01,false,2025-08-01,762,42,11,1
CUS-007176,platinum,LATAM,starter,manufacturing,7345,7345,88140,2023-11-02,false,2024-11-02,1036,31,6,6
CUS-007177,bronze,LATAM,starter,healthcare,219,219,2628,2023-11-08,false,2024-11-08,1030,57,4,10
CUS-007178,platinum,NA,enterprise,healthcare,23495,23495,281940,2024-02-07,false,2025-02-07,939,85,6,6
CUS-007179,gold,EU,unlimited,finance,3846,3846,46152,2023-03-23,false,2024-03-23,1260,32,11,8
CUS-007180,bronze,NA,starter,retail,242,242,2904,2023-10-12,false,2024-10-12,1056,85,11,1
CUS-007181,platinum,EU,enterprise,tech,16379,16379,196548,2023-11-05,true,2024-11-05,1032,86,8,7
CUS-007182,platinum,APAC,unlimited,healthcare,22795,22795,273540,2023-08-28,true,2024-08-28,1101,66,13,9
CUS-007183,platinum,LATAM,unlimited,healthcare,7273,7273,87276,2024-02-24,false,2025-02-24,922,62,3,8
CUS-007184,platinum,EU,unlimited,healthcare,21024,21024,252288,2024-03-10,true,2025-03-10,906,90,14,3
CUS-007185,platinum,EU,enterprise,media,8341,8341,100092,2023-06-02,false,2024-06-02,1188,90,9,0
CUS-007186,silver,EU,enterprise,finance,905,905,10860,2024-10-08,true,2025-10-08,694,87,14,6
CUS-007187,platinum,APAC,enterprise,finance,5537,5537,66444,2023-12-23,true,2024-12-23,984,49,1,2
CUS-007188,platinum,APAC,starter,retail,17314,17314,207768,2023-10-29,false,2024-10-29,1039,32,3,7
CUS-007189,platinum,EU,unlimited,media,7442,7442,89304,2023-05-03,false,2024-05-03,1218,100,4,7
CUS-007190,platinum,LATAM,unlimited,finance,22651,22651,271812,2023-12-07,false,2024-12-07,1000,66,8,3
CUS-007191,bronze,NA,professional,manufacturing,222,222,2664,2024-06-23,false,2025-06-23,801,64,3,2
CUS-007192,platinum,APAC,starter,tech,12428,12428,149136,2023-08-02,false,2024-08-02,1127,45,5,2
CUS-007193,bronze,LATAM,professional,media,182,182,2184,2024-03-05,false,2025-03-05,912,93,8,2
CUS-007194,silver,EU,unlimited,healthcare,909,909,10908,2023-09-16,false,2024-09-16,1083,39,14,9
CUS-007195,platinum,NA,enterprise,manufacturing,8110,8110,97320,2023-01-05,true,2024-01-05,1337,78,7,1
CUS-007196,platinum,NA,unlimited,tech,8075,8075,96900,2023-06-11,false,2024-06-11,1180,42,11,5
CUS-007197,silver,LATAM,starter,media,382,382,4584,2024-02-24,false,2025-02-24,922,81,7,3
CUS-007198,silver,NA,enterprise,manufacturing,492,492,5904,2023-05-28,false,2024-05-28,1194,90,5,8
CUS-007199,platinum,LATAM,enterprise,retail,5303,5303,63636,2024-05-03,false,2025-05-03,853,53,13,1
CUS-007200,gold,APAC,starter,tech,3337,3337,40044,2023-04-11,false,2024-04-11,1240,67,10,2
CUS-007201,platinum,NA,starter,retail,24913,24913,298956,2024-10-18,false,2025-10-18,684,49,14,6
CUS-007202,platinum,APAC,starter,tech,24572,24572,294864,2023-06-13,false,2024-06-13,1177,57,11,4
CUS-007203,platinum,APAC,unlimited,media,14132,14132,169584,2024-10-04,false,2025-10-04,698,53,7,5
CUS-007204,gold,EU,professional,finance,1782,1782,21384,2024-10-21,false,2025-10-21,681,75,0,4
CUS-007205,platinum,APAC,starter,retail,18472,18472,221664,2024-02-19,false,2025-02-19,926,89,7,2
CUS-007206,platinum,NA,enterprise,retail,20835,20835,250020,2024-01-05,false,2025-01-05,972,48,5,1
CUS-007207,silver,EU,enterprise,retail,860,860,10320,2023-04-23,false,2024-04-23,1229,98,9,8
CUS-007208,silver,APAC,starter,finance,908,908,10896,2024-05-01,false,2025-05-01,855,68,13,6
CUS-007209,gold,NA,enterprise,healthcare,3055,3055,36660,2023-12-02,false,2024-12-02,1006,45,10,8
CUS-007210,silver,LATAM,unlimited,media,281,281,3372,2023-07-22,false,2024-07-22,1139,95,9,7
CUS-007211,bronze,EU,starter,retail,224,224,2688,2024-10-22,true,2025-10-22,680,75,11,4
CUS-007212,silver,LATAM,starter,tech,1107,1107,13284,2023-07-28,false,2024-07-28,1133,95,2,9
CUS-007213,gold,APAC,unlimited,healthcare,1255,1255,15060,2023-03-22,false,2024-03-22,1261,47,4,5
CUS-007214,gold,APAC,unlimited,tech,3233,3233,38796,2024-09-03,false,2025-09-03,729,44,4,4
CUS-007215,platinum,APAC,professional,media,16115,16115,193380,2024-04-18,false,2025-04-18,867,35,15,8
CUS-007216,bronze,APAC,professional,tech,230,230,2760,2023-01-27,false,2024-01-27,1315,67,12,2
CUS-007217,silver,EU,professional,retail,968,968,11616,2023-08-06,true,2024-08-06,1123,87,0,5
CUS-007218,gold,NA,enterprise,media,4458,4458,53496,2023-06-09,false,2024-06-09,1182,88,10,3
CUS-007219,platinum,EU,unlimited,finance,14044,14044,168528,2023-10-01,true,2024-10-01,1067,77,6,1
CUS-007220,gold,EU,enterprise,tech,1911,1911,22932,2023-11-27,false,2024-11-27,1011,69,3,2
CUS-007221,platinum,APAC,starter,retail,19479,19479,233748,2023-08-26,false,2024-08-26,1104,80,12,4
CUS-007222,platinum,EU,professional,media,7663,7663,91956,2023-08-17,false,2024-08-17,1112,93,8,6
CUS-007223,gold,NA,enterprise,retail,3139,3139,37668,2023-10-24,false,2024-10-24,1044,100,11,9
CUS-007224,platinum,APAC,starter,healthcare,11964,11964,143568,2023-01-16,true,2024-01-16,1326,95,8,8
CUS-007225,gold,APAC,professional,finance,3921,3921,47052,2024-11-04,false,2025-11-04,667,35,12,5
CUS-007226,silver,EU,unlimited,manufacturing,1126,1126,13512,2023-11-04,false,2024-11-04,1034,66,7,9
CUS-007227,gold,NA,starter,finance,3860,3860,46320,2023-04-15,false,2024-04-15,1236,34,3,5
CUS-007228,gold,NA,starter,finance,3518,3518,42216,2024-08-21,false,2025-08-21,742,53,11,3
CUS-007229,bronze,NA,unlimited,finance,231,231,2772,2023-02-03,false,2024-02-03,1307,99,3,0
CUS-007230,bronze,APAC,unlimited,retail,132,132,1584,2024-10-31,false,2025-10-31,671,32,11,3
CUS-007231,silver,APAC,professional,media,263,263,3156,2023-10-17,false,2024-10-17,1051,47,11,9
CUS-007232,gold,LATAM,unlimited,healthcare,3856,3856,46272,2024-11-12,false,2025-11-12,660,97,3,8
CUS-007233,platinum,NA,professional,manufacturing,22591,22591,271092,2023-09-09,false,2024-09-09,1090,53,15,9
CUS-007234,platinum,EU,professional,manufacturing,16504,16504,198048,2023-09-04,false,2024-09-04,1094,48,9,1
CUS-007235,gold,NA,unlimited,media,1621,1621,19452,2023-09-14,false,2024-09-14,1084,84,10,5
CUS-007236,gold,APAC,unlimited,healthcare,3003,3003,36036,2023-04-01,false,2024-04-01,1250,62,3,2
CUS-007237,gold,APAC,starter,tech,2286,2286,27432,2023-08-26,false,2024-08-26,1103,95,1,4
CUS-007238,bronze,APAC,enterprise,manufacturing,91,91,1092,2023-05-24,false,2024-05-24,1197,48,7,2
CUS-007239,gold,APAC,starter,retail,4888,4888,58656,2024-09-23,false,2025-09-23,709,97,8,5
CUS-007240,silver,NA,unlimited,finance,760,760,9120,2023-01-26,false,2024-01-26,1315,43,8,6
CUS-007241,bronze,LATAM,starter,retail,174,174,2088,2023-11-05,false,2024-11-05,1033,44,6,9
CUS-007242,platinum,LATAM,unlimited,retail,17278,17278,207336,2023-02-06,true,2024-02-06,1304,72,13,5
CUS-007243,silver,EU,starter,retail,1059,1059,12708,2023-01-25,false,2024-01-25,1317,93,11,6
CUS-007244,gold,LATAM,unlimited,media,2238,2238,26856,2023-07-27,false,2024-07-27,1133,47,2,4
CUS-007245,bronze,APAC,professional,media,79,79,948,2024-10-29,true,2025-10-29,674,95,4,8
CUS-007246,silver,APAC,starter,manufacturing,1078,1078,12936,2023-04-03,false,2024-04-03,1249,96,12,7
CUS-007247,silver,APAC,unlimited,healthcare,939,939,11268,2023-07-30,false,2024-07-30,1130,30,11,5
CUS-007248,silver,APAC,starter,retail,1151,1151,13812,2023-03-11,false,2024-03-11,1271,73,4,2
CUS-007249,silver,NA,unlimited,manufacturing,250,250,3000,2023-05-29,false,2024-05-29,1192,47,10,1
CUS-007250,silver,EU,enterprise,tech,781,781,9372,2023-04-03,true,2024-04-03,1248,97,7,3
CUS-007251,gold,EU,unlimited,retail,3485,3485,41820,2023-03-21,false,2024-03-21,1261,45,13,7
CUS-007252,platinum,LATAM,unlimited,media,11207,11207,134484,2023-02-03,false,2024-02-03,1308,36,9,9
CUS-007253,bronze,EU,enterprise,manufacturing,63,63,756,2024-08-31,false,2025-08-31,732,74,8,2
CUS-007254,gold,LATAM,unlimited,media,3753,3753,45036,2023-07-01,true,2024-07-01,1159,60,0,9
CUS-007255,bronze,NA,professional,finance,180,180,2160,2023-10-12,false,2024-10-12,1057,75,4,6
CUS-007256,gold,LATAM,professional,manufacturing,4112,4112,49344,2024-03-12,false,2025-03-12,905,93,4,4
CUS-007257,bronze,APAC,starter,finance,134,134,1608,2024-07-11,false,2025-07-11,783,79,2,6
CUS-007258,silver,APAC,starter,media,576,576,6912,2024-08-07,false,2025-08-07,757,78,13,8
CUS-007259,platinum,APAC,unlimited,retail,19497,19497,233964,2024-09-16,true,2025-09-16,716,59,10,8
CUS-007260,silver,LATAM,starter,tech,449,449,5388,2023-12-09,false,2024-12-09,999,32,7,1
CUS-007261,platinum,NA,enterprise,finance,13376,13376,160512,2023-01-13,false,2024-01-13,1329,88,7,0
CUS-007262,gold,LATAM,professional,finance,3172,3172,38064,2023-11-20,false,2024-11-20,1017,45,0,6
CUS-007263,silver,APAC,unlimited,media,1128,1128,13536,2024-03-24,false,2025-03-24,892,77,1,0
CUS-007264,silver,LATAM,professional,manufacturing,298,298,3576,2024-06-17,false,2025-06-17,808,86,1,3
CUS-007265,platinum,NA,professional,retail,23912,23912,286944,2023-10-21,true,2024-10-21,1047,50,5,1
CUS-007266,platinum,NA,professional,healthcare,12219,12219,146628,2024-11-24,false,2025-11-24,647,61,12,6
CUS-007267,gold,NA,enterprise,retail,3689,3689,44268,2024-07-18,false,2025-07-18,776,93,9,9
CUS-007268,platinum,NA,enterprise,healthcare,9283,9283,111396,2023-03-10,false,2024-03-10,1273,42,12,1
CUS-007269,platinum,NA,unlimited,finance,22231,22231,266772,2024-06-24,false,2025-06-24,801,52,3,4
CUS-007270,gold,LATAM,enterprise,retail,1876,1876,22512,2023-12-21,true,2024-12-21,986,96,10,10
CUS-007271,bronze,NA,professional,retail,74,74,888,2023-04-21,false,2024-04-21,1230,82,9,10
CUS-007272,platinum,LATAM,professional,media,10091,10091,121092,2023-10-02,false,2024-10-02,1066,51,6,2
CUS-007273,gold,NA,enterprise,media,3640,3640,43680,2023-01-13,false,2024-01-13,1328,67,8,2
CUS-007274,bronze,NA,enterprise,tech,124,124,1488,2023-11-07,false,2024-11-07,1030,76,2,7
CUS-007275,silver,NA,unlimited,media,385,385,4620,2024-06-02,false,2025-06-02,822,75,15,3
CUS-007276,platinum,NA,starter,tech,18495,18495,221940,2023-12-16,false,2024-12-16,991,89,1,6
CUS-007277,gold,NA,unlimited,manufacturing,4068,4068,48816,2023-07-22,true,2024-07-22,1138,86,4,1
CUS-007278,bronze,LATAM,professional,tech,136,136,1632,2024-06-15,false,2025-06-15,810,92,14,4
CUS-007279,bronze,APAC,professional,finance,117,117,1404,2023-08-17,false,2024-08-17,1112,59,11,7
CUS-007280,bronze,NA,unlimited,tech,59,59,708,2023-12-30,false,2024-12-30,977,83,11,5
CUS-007281,platinum,APAC,professional,manufacturing,14881,14881,178572,2024-02-09,false,2025-02-09,936,95,14,6
CUS-007282,silver,EU,enterprise,healthcare,774,774,9288,2024-10-24,true,2025-10-24,679,39,9,2
CUS-007283,bronze,APAC,starter,healthcare,173,173,2076,2023-09-13,false,2024-09-13,1085,33,6,10
CUS-007284,silver,NA,starter,manufacturing,285,285,3420,2024-05-30,true,2025-05-30,825,51,5,3
CUS-007285,bronze,NA,professional,finance,112,112,1344,2024-12-28,true,2025-12-28,613,91,11,2
CUS-007286,silver,LATAM,unlimited,tech,897,897,10764,2023-02-14,false,2024-02-14,1297,60,0,1
CUS-007287,silver,LATAM,professional,healthcare,726,726,8712,2024-11-02,false,2025-11-02,669,87,0,5
CUS-007288,bronze,NA,unlimited,finance,133,133,1596,2024-05-14,false,2025-05-14,842,49,8,1
CUS-007289,gold,EU,starter,manufacturing,3571,3571,42852,2024-06-12,false,2025-06-12,812,97,2,10
CUS-007290,platinum,EU,enterprise,media,10403,10403,124836,2023-12-16,false,2024-12-16,992,43,11,1
CUS-007291,silver,APAC,professional,media,395,395,4740,2024-06-10,false,2025-06-10,815,47,5,9
CUS-007292,silver,APAC,enterprise,manufacturing,1189,1189,14268,2024-06-12,false,2025-06-12,812,43,0,6
