transaction_id,customer_id,transaction_date,amount,type,region,flagged
TXN-00013870,CUS-044857,2026-07-31,1999,downgrade,EU,false
TXN-00013871,CUS-012414,2026-06-16,19999,subscription,APAC,false
TXN-00013872,CUS-002135,2026-01-24,199,downgrade,APAC,false
TXN-00013873,CUS-093058,2025-12-15,19999,refund,NA,false
TXN-00013874,CUS-053003,2026-06-28,4999,Add-on,EU,false
TXN-00013875,CUS-004400,2026-07-29,99999,subscription,NA,false
TXN-00013876,CUS-074595,2026-01-11,199,refund,EU,false
TXN-00013877,CUS-009448,2025-10-16,99999,upgrade,EU,false
TXN-00013878,CUS-005360,2026-01-27,19999,Add-on,EU,false
TXN-00013879,CUS-010486,2025-10-27,99,refund,EU,false
TXN-00013880,CUS-095980,2026-06-28,19999,Add-on,EU,false
TXN-00013881,CUS-090808,2026-06-27,99,subscription,APAC,false
TXN-00013882,CUS-018297,2026-01-16,4999,Add-on,EU,false
TXN-00013883,CUS-055265,2025-12-24,99999,downgrade,NA,false
TXN-00013884,CUS-067833,2025-12-14,49999,subscription,EU,false
TXN-00013885,CUS-075251,2026-06-10,1999,subscription,EU,false
TXN-00013886,CUS-020682,2026-08-29,4999,downgrade,APAC,false
TXN-00013887,CUS-036622,2025-10-03,99999,downgrade,EU,false
TXN-00013888,CUS-031146,2026-01-03,199,upgrade,NA,false
TXN-00013889,CUS-001431,2026-03-25,19999,subscription,EU,false
TXN-00013890,CUS-004996,2026-05-14,49999,downgrade,APAC,false
TXN-00013891,CUS-015583,2026-04-24,99999,subscription,EU,false
TXN-00013892,CUS-049189,2026-07-05,49999,Add-on,APAC,false
TXN-00013893,CUS-035723,2026-04-17,99999,Add-on,NA,false
TXN-00013894,CUS-057314,2026-03-01,1999,upgrade,NA,false
TXN-00013895,CUS-020915,2026-06-18,499,Add-on,NA,false
TXN-00013896,CUS-008627,2025-12-06,199,upgrade,EU,false
TXN-00013897,CUS-033631,2026-05-11,99999,downgrade,NA,false
TXN-00013898,CUS-055049,2025-12-13,19999,refund,EU,false
TXN-00013899,CUS-030764,2025-11-17,1999,Add-on,APAC,false
TXN-00013900,CUS-045235,2025-11-18,49999,refund,APAC,true
TXN-00013901,CUS-032029,2026-02-21,199,Add-on,APAC,false
TXN-00013902,CUS-077536,2026-07-09,199,downgrade,NA,false
TXN-00013903,CUS-030965,2026-07-21,49999,subscription,EU,false
TXN-00013904,CUS-024915,2026-01-30,999,refund,EU,false
TXN-00013905,CUS-018169,2026-03-22,99,subscription,NA,false
TXN-00013906,CUS-045578,2026-07-06,49999,subscription,EU,false
TXN-00013907,CUS-010814,2026-07-13,1999,Add-on,EU,false
TXN-00013908,CUS-068752,2025-10-30,4999,upgrade,APAC,false
TXN-00013909,CUS-090324,2025-11-16,1999,downgrade,APAC,false
TXN-00013910,CUS-008095,2026-02-02,19999,downgrade,APAC,false
TXN-00013911,CUS-037872,2026-08-11,499,subscription,NA,false
TXN-00013912,CUS-023013,2026-07-15,4999,refund,EU,false
TXN-00013913,CUS-051263,2025-11-06,1999,subscription,NA,false
TXN-00013914,CUS-053650,2025-11-11,19999,downgrade,APAC,false
TXN-00013915,CUS-037284,2025-09-28,4999,upgrade,APAC,false
TXN-00013916,CUS-095110,2026-01-28,1999,Add-on,NA,false
TXN-00013917,CUS-015187,2026-01-02,99,subscription,APAC,false
TXN-00013918,CUS-069336,2026-06-21,1999,downgrade,EU,false
TXN-00013919,CUS-099977,2026-06-20,99999,downgrade,NA,false
TXN-00013920,CUS-091056,2026-03-30,1999,upgrade,NA,false
TXN-00013921,CUS-082324,2026-08-05,999,Add-on,APAC,false
TXN-00013922,CUS-019763,2026-07-03,199,downgrade,NA,false
TXN-00013923,CUS-023367,2026-01-01,499,downgrade,EU,false
TXN-00013924,CUS-054802,2025-09-12,19999,Add-on,APAC,false
TXN-00013925,CUS-082580,2026-08-31,4999,Add-on,NA,false
TXN-00013926,CUS-081570,2025-11-16,199,refund,EU,false
TXN-00013927,CUS-014879,2026-03-01,99999,Add-on,NA,false
TXN-00013928,CUS-045342,2025-11-24,99999,downgrade,APAC,false
TXN-00013929,CUS-028340,2025-11-10,9999,refund,NA,false
TXN-00013930,CUS-051699,2025-09-22,999,upgrade,NA,false
TXN-00013931,CUS-029700,2026-03-22,199,upgrade,NA,false
TXN-00013932,CUS-036883,2026-05-16,9999,downgrade,EU,false
TXN-00013933,CUS-009535,2025-11-17,4999,refund,EU,false
TXN-00013934,CUS-090017,2025-11-04,4999,Add-on,APAC,false
TXN-00013935,CUS-004465,2026-02-03,49999,downgrade,EU,false
TXN-00013936,CUS-029625,2026-01-17,9999,downgrade,APAC,false
TXN-00013937,CUS-078094,2026-03-28,9999,subscription,EU,false
TXN-00013938,CUS-084903,2026-07-09,49999,refund,APAC,false
TXN-00013939,CUS-066301,2026-07-31,99,subscription,APAC,false
TXN-00013940,CUS-015293,2026-04-16,999,subscription,APAC,false
TXN-00013941,CUS-036534,2025-10-11,199,Add-on,NA,false
TXN-00013942,CUS-004045,2026-01-23,4999,downgrade,NA,false
TXN-00013943,CUS-054028,2025-09-10,99999,Add-on,NA,false
TXN-00013944,CUS-054709,2026-01-27,9999,upgrade,EU,false
TXN-00013945,CUS-098979,2025-12-17,1999,downgrade,APAC,false
TXN-00013946,CUS-098265,2026-05-26,4999,refund,NA,false
TXN-00013947,CUS-030892,2026-02-22,199,Add-on,APAC,false
TXN-00013948,CUS-096600,2026-08-27,99999,refund,NA,true
TXN-00013949,CUS-036267,2026-06-18,9999,refund,EU,false
TXN-00013950,CUS-029937,2025-12-20,9999,subscription,NA,false
TXN-00013951,CUS-063868,2026-02-03,499,Add-on,APAC,false
TXN-00013952,CUS-084166,2026-05-23,49999,subscription,APAC,false
TXN-00013953,CUS-021185,2025-09-26,1999,upgrade,APAC,false
TXN-00013954,CUS-057315,2026-04-16,999,refund,EU,false
TXN-00013955,CUS-047687,2025-09-25,1999,downgrade,APAC,false
TXN-00013956,CUS-052875,2025-12-10,9999,refund,EU,false
TXN-00013957,CUS-075896,2026-05-08,49999,downgrade,NA,false
TXN-00013958,CUS-010038,2025-11-15,49999,upgrade,APAC,false
TXN-00013959,CUS-059604,2026-01-18,199,Add-on,NA,false
TXN-00013960,CUS-042035,2025-11-25,9999,refund,APAC,false
TXN-00013961,CUS-035703,2026-08-31,1999,Add-on,APAC,false
TXN-00013962,CUS-026876,2026-07-20,999,downgrade,EU,false
TXN-00013963,CUS-069586,2025-11-21,99,subscription,NA,false
TXN-00013964,CUS-018751,2025-09-05,499,Add-on,APAC,false
TXN-00013965,CUS-057835,2026-02-15,99,subscription,NA,false
TXN-00013966,CUS-083307,2026-05-15,199,Add-on,EU,false
TXN-00013967,CUS-063687,2025-10-19,49999,subscription,NA,false
TXN-00013968,CUS-002792,2026-01-28,999,Add-on,EU,false
TXN-00013969,CUS-056751,2025-09-25,999,downgrade,NA,false
TXN-00013970,CUS-067494,2026-05-08,49999,refund,EU,false
TXN-00013971,CUS-074061,2026-07-04,999,Add-on,APAC,true
TXN-00013972,CUS-071949,2025-09-24,199,upgrade,EU,false
TXN-00013973,CUS-089315,2025-10-03,999,Add-on,EU,false
TXN-00013974,CUS-090825,2026-03-06,99999,Add-on,NA,false
TXN-00013975,CUS-067583,2026-07-23,199,upgrade,APAC,false
TXN-00013976,CUS-075342,2026-06-26,9999,refund,APAC,false
TXN-00013977,CUS-095096,2026-07-21,99,upgrade,APAC,false
TXN-00013978,CUS-042336,2026-07-04,999,downgrade,APAC,false
TXN-00013979,CUS-055027,2026-05-26,99999,downgrade,EU,false
TXN-00013980,CUS-010088,2026-08-14,49999,Add-on,NA,false
TXN-00013981,CUS-006042,2026-05-04,4999,upgrade,EU,false
TXN-00013982,CUS-077929,2025-11-19,99999,downgrade,NA,false
TXN-00013983,CUS-040690,2026-05-05,9999,upgrade,EU,false
TXN-00013984,CUS-019351,2026-03-21,4999,refund,NA,false
TXN-00013985,CUS-034679,2025-09-30,999,upgrade,NA,false
TXN-00013986,CUS-024356,2026-05-09,99,subscription,EU,false
TXN-00013987,CUS-017355,2026-01-27,99,refund,NA,false
TXN-00013988,CUS-068895,2026-04-26,19999,downgrade,APAC,false
TXN-00013989,CUS-022729,2025-09-17,499,refund,NA,false
TXN-00013990,CUS-017942,2026-09-02,4999,upgrade,APAC,false
TXN-00013991,CUS-000956,2026-07-22,99,upgrade,APAC,false
TXN-00013992,CUS-015242,2026-05-19,199,upgrade,EU,false
TXN-00013993,CUS-096141,2026-04-30,4999,downgrade,NA,false
TXN-00013994,CUS-087407,2026-04-29,99,upgrade,APAC,true
TXN-00013995,CUS-070706,2025-09-05,99,upgrade,APAC,false
TXN-00013996,CUS-048810,2026-01-03,1999,downgrade,EU,false
TXN-00013997,CUS-031179,2026-03-06,1999,downgrade,NA,false
TXN-00013998,CUS-068280,2026-07-24,999,Add-on,EU,false
TXN-00013999,CUS-094031,2025-09-07,49999,subscription,EU,false
TXN-00014000,CUS-074141,2026-06-24,199,downgrade,APAC,false
TXN-00014001,CUS-013129,2026-08-05,19999,upgrade,EU,false
TXN-00014002,CUS-016637,2026-03-10,49999,subscription,NA,false
TXN-00014003,CUS-020126,2026-04-03,4999,refund,EU,false
TXN-00014004,CUS-047266,2025-10-29,19999,downgrade,EU,false
TXN-00014005,CUS-032485,2026-02-24,999,subscription,EU,false
TXN-00014006,CUS-068200,2026-06-22,19999,refund,APAC,false
TXN-00014007,CUS-009763,2026-08-10,999,refund,EU,false
TXN-00014008,CUS-048665,2026-04-01,9999,upgrade,EU,false
TXN-00014009,CUS-097031,2025-10-13,199,Add-on,EU,true
TXN-00014010,CUS-039421,2025-12-07,499,refund,NA,false
TXN-00014011,CUS-022681,2026-07-04,4999,upgrade,APAC,false
TXN-00014012,CUS-017122,2026-03-23,1999,subscription,APAC,true
TXN-00014013,CUS-027942,2026-05-18,19999,subscription,APAC,false
TXN-00014014,CUS-099553,2026-05-21,199,upgrade,EU,false
TXN-00014015,CUS-078024,2026-03-19,19999,refund,EU,false
TXN-00014016,CUS-000413,2026-04-09,4999,upgrade,APAC,false
TXN-00014017,CUS-003120,2025-10-12,4999,subscription,EU,false
TXN-00014018,CUS-059215,2026-05-02,499,subscription,NA,false
TXN-00014019,CUS-029166,2026-01-27,4999,refund,APAC,false
TXN-00014020,CUS-066305,2026-04-06,99,refund,EU,false
TXN-00014021,CUS-025542,2025-11-24,99,subscription,APAC,false
TXN-00014022,CUS-082221,2026-04-24,1999,Add-on,APAC,false
TXN-00014023,CUS-049764,2026-08-04,49999,upgrade,NA,false
TXN-00014024,CUS-091952,2026-04-17,499,subscription,NA,false
TXN-00014025,CUS-040776,2025-11-21,999,downgrade,EU,false
TXN-00014026,CUS-082265,2026-04-13,999,downgrade,EU,false
TXN-00014027,CUS-064583,2025-11-21,499,downgrade,NA,false
TXN-00014028,CUS-093588,2026-03-15,9999,refund,APAC,false
TXN-00014029,CUS-020398,2026-02-24,999,refund,EU,false
TXN-00014030,CUS-005620,2025-10-10,499,refund,APAC,false
TXN-00014031,CUS-076891,2026-05-11,499,downgrade,EU,false
TXN-00014032,CUS-090694,2026-01-11,49999,refund,APAC,false
TXN-00014033,CUS-043275,2025-10-05,4999,upgrade,NA,false
TXN-00014034,CUS-042563,2025-12-01,4999,Add-on,NA,false
TXN-00014035,CUS-058709,2026-01-14,999,Add-on,APAC,false
TXN-00014036,CUS-050615,2026-03-29,99999,Add-on,NA,false
TXN-00014037,CUS-045500,2026-06-29,9999,refund,NA,false
TXN-00014038,CUS-090283,2025-10-21,19999,refund,APAC,false
TXN-00014039,CUS-035380,2026-02-07,9999,refund,EU,false
TXN-00014040,CUS-031311,2025-11-28,499,upgrade,EU,false
TXN-00014041,CUS-017427,2026-03-02,999,downgrade,NA,false
TXN-00014042,CUS-022342,2026-03-05,9999,Add-on,NA,true
TXN-00014043,CUS-035889,2026-06-12,999,upgrade,EU,false
TXN-00014044,CUS-049260,2025-10-12,99999,upgrade,EU,false
TXN-00014045,CUS-052783,2026-08-15,19999,downgrade,APAC,false
TXN-00014046,CUS-077329,2026-07-16,1999,downgrade,APAC,false
TXN-00014047,CUS-099264,2026-06-17,49999,refund,APAC,false
TXN-00014048,CUS-074280,2026-03-06,99,subscription,APAC,false
TXN-00014049,CUS-025153,2026-02-04,99,Add-on,APAC,false
TXN-00014050,CUS-078684,2026-07-23,49999,upgrade,EU,false
TXN-00014051,CUS-088180,2026-02-28,9999,subscription,EU,false
TXN-00014052,CUS-049149,2025-09-06,999,downgrade,EU,false
TXN-00014053,CUS-068107,2025-09-18,999,Add-on,NA,false
TXN-00014054,CUS-037892,2025-09-28,49999,upgrade,NA,false
TXN-00014055,CUS-077840,2026-08-23,1999,Add-on,APAC,false
TXN-00014056,CUS-005199,2026-04-29,499,refund,APAC,false
TXN-00014057,CUS-018908,2026-07-28,1999,subscription,NA,false
TXN-00014058,CUS-028238,2026-05-01,999,refund,APAC,false
TXN-00014059,CUS-062629,2026-05-24,1999,refund,APAC,false
TXN-00014060,CUS-067104,2025-11-06,99999,refund,NA,false
TXN-00014061,CUS-038726,2026-07-19,1999,upgrade,EU,false
TXN-00014062,CUS-016014,2026-06-12,19999,downgrade,NA,false
TXN-00014063,CUS-046034,2025-12-18,4999,subscription,APAC,false
TXN-00014064,CUS-055609,2026-01-06,9999,upgrade,APAC,false
TXN-00014065,CUS-019414,2026-08-16,99,refund,EU,false
TXN-00014066,CUS-032660,2026-05-21,199,refund,NA,false
TXN-00014067,CUS-062576,2026-06-18,99999,refund,NA,false
TXN-00014068,CUS-078511,2026-09-02,999,upgrade,APAC,false
TXN-00014069,CUS-060676,2025-12-30,499,Add-on,APAC,false
TXN-00014070,CUS-010242,2026-02-25,199,Add-on,APAC,false
TXN-00014071,CUS-080729,2026-03-21,19999,downgrade,APAC,false
TXN-00014072,CUS-025255,2026-02-21,199,Add-on,NA,false
TXN-00014073,CUS-062411,2026-03-01,999,downgrade,NA,false
TXN-00014074,CUS-001802,2026-05-07,49999,refund,NA,false
TXN-00014075,CUS-065334,2025-11-07,99,downgrade,EU,false
TXN-00014076,CUS-055645,2025-09-08,99999,upgrade,APAC,false
TXN-00014077,CUS-082257,2026-07-05,49999,subscription,EU,false
TXN-00014078,CUS-027938,2025-11-02,199,refund,NA,false
TXN-00014079,CUS-044354,2025-11-17,4999,refund,APAC,false
TXN-00014080,CUS-049549,2026-03-13,4999,downgrade,APAC,false
TXN-00014081,CUS-029558,2026-08-24,1999,refund,APAC,false
TXN-00014082,CUS-054912,2026-05-07,499,upgrade,NA,false
TXN-00014083,CUS-035972,2026-05-19,999,upgrade,NA,false
TXN-00014084,CUS-068518,2026-02-20,499,upgrade,NA,true
TXN-00014085,CUS-014683,2025-11-13,99999,upgrade,NA,false
TXN-00014086,CUS-027107,2026-06-17,199,downgrade,APAC,false
TXN-00014087,CUS-016971,2026-06-14,1999,subscription,EU,false
TXN-00014088,CUS-009936,2026-07-13,1999,refund,EU,false
TXN-00014089,CUS-051204,2026-08-20,9999,refund,NA,false
TXN-00014090,CUS-055348,2026-01-05,19999,refund,APAC,false
TXN-00014091,CUS-023832,2025-09-23,999,Add-on,NA,false
TXN-00014092,CUS-078242,2026-07-10,19999,upgrade,EU,false
TXN-00014093,CUS-047972,2026-04-06,4999,refund,APAC,false
TXN-00014094,CUS-001002,2026-05-27,19999,refund,NA,false
TXN-00014095,CUS-045244,2026-07-17,199,refund,EU,false
TXN-00014096,CUS-073537,2026-07-15,199,Add-on,NA,false
TXN-00014097,CUS-049113,2026-02-22,499,downgrade,NA,false
TXN-00014098,CUS-077930,2026-03-20,19999,downgrade,EU,false
TXN-00014099,CUS-025131,2026-01-22,199,downgrade,EU,false
TXN-00014100,CUS-081749,2025-11-18,9999,downgrade,APAC,false
TXN-00014101,CUS-062481,2026-01-06,49999,subscription,NA,false
TXN-00014102,CUS-003118,2025-12-31,1999,subscription,NA,false
TXN-00014103,CUS-067573,2025-12-31,99,upgrade,EU,true
TXN-00014104,CUS-096211,2025-12-18,9999,refund,APAC,false
TXN-00014105,CUS-050319,2025-11-05,4999,downgrade,EU,false
TXN-00014106,CUS-044082,2026-04-14,99999,refund,APAC,true
TXN-00014107,CUS-060158,2025-12-22,49999,subscription,APAC,true
TXN-00014108,CUS-036839,2026-06-21,99999,downgrade,NA,false
TXN-00014109,CUS-024261,2026-02-21,9999,downgrade,APAC,false
TXN-00014110,CUS-088972,2026-06-07,99,upgrade,APAC,false
TXN-00014111,CUS-090977,2026-04-08,9999,Add-on,EU,false
TXN-00014112,CUS-098628,2026-01-06,999,Add-on,APAC,false
TXN-00014113,CUS-088828,2026-03-17,49999,upgrade,NA,false
TXN-00014114,CUS-037677,2025-12-11,4999,subscription,APAC,false
TXN-00014115,CUS-099987,2025-11-17,199,upgrade,NA,false
TXN-00014116,CUS-012275,2026-04-30,999,downgrade,EU,false
TXN-00014117,CUS-037125,2026-07-09,499,subscription,EU,false
TXN-00014118,CUS-044344,2026-04-21,9999,upgrade,APAC,false
TXN-00014119,CUS-041920,2025-10-10,99999,Add-on,EU,false
TXN-00014120,CUS-081357,2025-12-11,19999,downgrade,APAC,false
TXN-00014121,CUS-089843,2025-10-28,199,Add-on,NA,false
TXN-00014122,CUS-008962,2025-09-16,99999,Add-on,EU,false
TXN-00014123,CUS-030421,2026-03-29,19999,downgrade,EU,false
TXN-00014124,CUS-089013,2026-03-02,199,refund,APAC,false
TXN-00014125,CUS-062228,2026-08-03,199,refund,EU,false
TXN-00014126,CUS-078569,2026-04-14,999,upgrade,APAC,false
TXN-00014127,CUS-029481,2026-01-17,1999,refund,EU,false
TXN-00014128,CUS-039201,2026-03-10,99,subscription,EU,false
TXN-00014129,CUS-025993,2026-08-07,999,refund,NA,false
TXN-00014130,CUS-049297,2025-11-30,4999,refund,NA,false
TXN-00014131,CUS-097066,2026-07-25,49999,refund,APAC,false
TXN-00014132,CUS-084469,2026-07-20,4999,Add-on,APAC,false
TXN-00014133,CUS-076657,2026-03-18,99,downgrade,APAC,false
TXN-00014134,CUS-055692,2026-02-12,19999,refund,APAC,false
TXN-00014135,CUS-001660,2026-04-11,1999,upgrade,NA,false
TXN-00014136,CUS-082242,2025-10-11,49999,downgrade,EU,false
TXN-00014137,CUS-059313,2026-08-11,999,Add-on,EU,false
TXN-00014138,CUS-023454,2026-01-21,499,Add-on,NA,false
TXN-00014139,CUS-028571,2025-12-27,199,upgrade,APAC,false
TXN-00014140,CUS-076311,2026-01-21,999,subscription,EU,false
TXN-00014141,CUS-030034,2026-08-01,499,subscription,EU,false
TXN-00014142,CUS-069666,2026-06-20,499,refund,EU,false
TXN-00014143,CUS-098937,2025-11-25,49999,refund,EU,false
TXN-00014144,CUS-015831,2026-06-12,99999,refund,APAC,false
TXN-00014145,CUS-038967,2025-10-23,99,downgrade,APAC,false
TXN-00014146,CUS-005133,2025-10-09,49999,refund,APAC,false
TXN-00014147,CUS-036793,2026-05-19,999,downgrade,APAC,false
TXN-00014148,CUS-080858,2025-10-07,4999,refund,APAC,false
TXN-00014149,CUS-025715,2026-08-11,999,upgrade,NA,false
TXN-00014150,CUS-075455,2026-07-12,99,Add-on,APAC,false
TXN-00014151,CUS-000630,2025-10-27,99999,subscription,APAC,false
TXN-00014152,CUS-047569,2026-05-27,499,Add-on,NA,false
TXN-00014153,CUS-003861,2025-09-15,999,refund,NA,false
TXN-00014154,CUS-047561,2026-07-08,499,refund,NA,false
TXN-00014155,CUS-003656,2026-03-02,99999,Add-on,APAC,false
TXN-00014156,CUS-086882,2026-01-09,1999,refund,EU,false
TXN-00014157,CUS-059708,2026-01-24,499,upgrade,NA,false
TXN-00014158,CUS-003708,2026-03-15,199,downgrade,NA,false
TXN-00014159,CUS-082450,2026-03-29,99999,downgrade,NA,false
TXN-00014160,CUS-077318,2025-11-12,9999,Add-on,NA,false
TXN-00014161,CUS-042960,2026-05-15,199,refund,APAC,true
TXN-00014162,CUS-064086,2026-05-14,1999,upgrade,NA,false
TXN-00014163,CUS-000316,2025-11-05,9999,subscription,NA,false
TXN-00014164,CUS-013053,2026-07-24,499,upgrade,EU,false
TXN-00014165,CUS-076352,2026-03-16,19999,downgrade,EU,false
TXN-00014166,CUS-005105,2025-11-27,99999,downgrade,APAC,false
TXN-00014167,CUS-056509,2026-06-18,19999,downgrade,NA,false
TXN-00014168,CUS-065854,2026-05-01,999,refund,EU,true
TXN-00014169,CUS-051272,2026-07-27,99,Add-on,APAC,false
TXN-00014170,CUS-002379,2025-10-31,4999,refund,NA,false
TXN-00014171,CUS-038464,2025-09-24,99999,upgrade,EU,false
TXN-00014172,CUS-092761,2026-03-30,999,subscription,APAC,true
TXN-00014173,CUS-024042,2026-03-29,499,upgrade,EU,false
TXN-00014174,CUS-097100,2026-03-28,199,Add-on,NA,false
TXN-00014175,CUS-088990,2026-03-08,99999,upgrade,NA,false
TXN-00014176,CUS-090968,2026-04-26,199,subscription,NA,false
TXN-00014177,CUS-002554,2026-07-05,499,upgrade,NA,false
TXN-00014178,CUS-035105,2025-10-12,1999,downgrade,EU,false
TXN-00014179,CUS-089106,2025-10-07,9999,Add-on,APAC,false
TXN-00014180,CUS-052416,2026-03-01,99999,subscription,EU,false
TXN-00014181,CUS-084895,2026-04-30,19999,refund,NA,false
TXN-00014182,CUS-051086,2025-11-09,499,refund,NA,false
TXN-00014183,CUS-071762,2026-05-25,49999,Add-on,NA,false
TXN-00014184,CUS-078503,2026-07-25,99,refund,EU,false
TXN-00014185,CUS-065884,2026-01-20,99999,subscription,APAC,false
TXN-00014186,CUS-025643,2026-05-03,9999,Add-on,APAC,false
TXN-00014187,CUS-013434,2026-06-18,99,subscription,APAC,false
TXN-00014188,CUS-051595,2026-04-07,199,Add-on,APAC,true
TXN-00014189,CUS-075635,2026-05-01,9999,Add-on,EU,false
TXN-00014190,CUS-097092,2026-06-10,19999,subscription,APAC,false
TXN-00014191,CUS-020414,2026-01-07,499,refund,NA,false
TXN-00014192,CUS-008561,2026-03-10,19999,Add-on,EU,false
TXN-00014193,CUS-048330,2026-05-10,499,subscription,APAC,false
TXN-00014194,CUS-034641,2026-05-07,499,subscription,APAC,false
TXN-00014195,CUS-067201,2025-11-24,99999,downgrade,NA,false
TXN-00014196,CUS-025736,2026-06-20,49999,Add-on,NA,false
TXN-00014197,CUS-031251,2026-07-10,49999,upgrade,APAC,true
TXN-00014198,CUS-058662,2026-07-17,99,upgrade,EU,false
TXN-00014199,CUS-073855,2026-02-19,4999,subscription,EU,false
TXN-00014200,CUS-027458,2026-06-21,199,downgrade,NA,false
TXN-00014201,CUS-043719,2025-10-25,499,downgrade,NA,false
TXN-00014202,CUS-085794,2026-03-03,499,downgrade,EU,false
TXN-00014203,CUS-033258,2026-03-21,99999,upgrade,NA,false
TXN-00014204,CUS-041822,2026-06-13,499,downgrade,NA,false
TXN-00014205,CUS-076140,2026-07-01,999,refund,EU,false
TXN-00014206,CUS-059138,2025-11-11,4999,refund,APAC,false
TXN-00014207,CUS-021414,2025-11-07,49999,upgrade,EU,false
TXN-00014208,CUS-052518,2025-09-29,199,Add-on,NA,false
TXN-00014209,CUS-092260,2026-09-02,199,Add-on,NA,false
TXN-00014210,CUS-070889,2026-01-15,499,downgrade,NA,false
TXN-00014211,CUS-014718,2026-07-12,999,refund,NA,false
TXN-00014212,CUS-057613,2026-03-09,199,subscription,APAC,false
TXN-00014213,CUS-001970,2026-07-06,4999,subscription,EU,false
TXN-00014214,CUS-046469,2026-08-29,99,downgrade,APAC,false
TXN-00014215,CUS-005498,2026-06-28,1999,Add-on,APAC,false
TXN-00014216,CUS-003757,2026-07-12,99999,refund,APAC,false
TXN-00014217,CUS-020694,2025-09-20,1999,upgrade,EU,false
TXN-00014218,CUS-023095,2025-10-06,499,downgrade,APAC,false
TXN-00014219,CUS-024793,2026-01-18,499,refund,APAC,false
TXN-00014220,CUS-026257,2026-05-02,19999,downgrade,EU,false
TXN-00014221,CUS-045476,2026-08-03,99999,upgrade,NA,false
TXN-00014222,CUS-086610,2026-04-12,1999,upgrade,NA,false
TXN-00014223,CUS-095725,2026-05-26,99999,upgrade,APAC,true
TXN-00014224,CUS-030501,2025-09-29,4999,downgrade,NA,false
TXN-00014225,CUS-052835,2026-02-13,19999,subscription,APAC,false
TXN-00014226,CUS-021065,2026-01-12,49999,subscription,APAC,false
TXN-00014227,CUS-059891,2026-01-25,49999,subscription,APAC,false
TXN-00014228,CUS-083635,2025-09-16,999,downgrade,APAC,false
TXN-00014229,CUS-024367,2025-11-30,1999,Add-on,EU,false
TXN-00014230,CUS-072050,2026-02-22,99999,Add-on,APAC,true
TXN-00014231,CUS-043236,2026-05-24,9999,refund,NA,false
TXN-00014232,CUS-077409,2026-05-28,9999,upgrade,APAC,false
TXN-00014233,CUS-039643,2026-03-03,199,upgrade,NA,false
TXN-00014234,CUS-012326,2025-10-02,999,upgrade,NA,false
TXN-00014235,CUS-023740,2025-10-30,99,subscription,APAC,false
TXN-00014236,CUS-088188,2026-03-08,19999,refund,APAC,false
TXN-00014237,CUS-065082,2026-05-31,19999,downgrade,NA,false
TXN-00014238,CUS-010080,2026-01-25,1999,upgrade,NA,false
TXN-00014239,CUS-073408,2026-03-02,199,downgrade,APAC,false
TXN-00014240,CUS-083527,2025-11-24,19999,Add-on,NA,false
TXN-00014241,CUS-096114,2026-05-31,19999,refund,NA,false
TXN-00014242,CUS-046708,2026-03-27,99,upgrade,NA,false
TXN-00014243,CUS-061629,2025-09-28,49999,subscription,NA,false
TXN-00014244,CUS-088161,2026-07-18,1999,downgrade,APAC,false
TXN-00014245,CUS-019147,2026-05-18,19999,upgrade,APAC,false
TXN-00014246,CUS-095253,2026-06-02,499,upgrade,APAC,false
TXN-00014247,CUS-060167,2026-04-23,99999,subscription,NA,false
TXN-00014248,CUS-069258,2026-03-16,19999,Add-on,EU,false
TXN-00014249,CUS-032195,2025-11-11,99,downgrade,NA,false
TXN-00014250,CUS-023215,2026-07-27,99999,downgrade,NA,false
TXN-00014251,CUS-064709,2026-07-10,99,upgrade,NA,false
TXN-00014252,CUS-065056,2026-07-12,999,downgrade,NA,false
TXN-00014253,CUS-059709,2026-02-13,19999,downgrade,EU,false
TXN-00014254,CUS-067335,2025-11-22,9999,Add-on,EU,false
TXN-00014255,CUS-003948,2026-06-05,99999,Add-on,NA,false
TXN-00014256,CUS-006492,2026-06-29,99999,refund,NA,false
TXN-00014257,CUS-029357,2026-04-17,199,refund,APAC,false
TXN-00014258,CUS-088412,2026-01-14,499,refund,NA,false
TXN-00014259,CUS-020201,2026-07-30,99999,subscription,NA,false
TXN-00014260,CUS-086615,2026-03-28,49999,upgrade,EU,false
TXN-00014261,CUS-024431,2026-03-04,99,downgrade,NA,false
TXN-00014262,CUS-039570,2025-11-22,99999,Add-on,EU,false
TXN-00014263,CUS-032918,2025-12-19,19999,upgrade,APAC,false
TXN-00014264,CUS-082439,2025-09-08,19999,Add-on,EU,false
TXN-00014265,CUS-042674,2026-07-07,4999,downgrade,APAC,false
TXN-00014266,CUS-048926,2026-03-10,4999,Add-on,APAC,true
TXN-00014267,CUS-070789,2026-01-11,999,upgrade,APAC,false
TXN-00014268,CUS-069997,2025-12-18,4999,Add-on,NA,false
TXN-00014269,CUS-058553,2026-08-02,4999,Add-on,APAC,false
TXN-00014270,CUS-031464,2025-11-03,499,downgrade,APAC,false
TXN-00014271,CUS-073556,2025-11-20,1999,subscription,NA,false
TXN-00014272,CUS-022351,2026-01-17,9999,upgrade,EU,false
TXN-00014273,CUS-085652,2025-11-26,499,subscription,EU,true
TXN-00014274,CUS-098860,2026-07-29,19999,downgrade,EU,false
TXN-00014275,CUS-054466,2026-07-17,4999,downgrade,APAC,false
